Nickname,Fullname,RelatedNickname,RelatedFullname,RelationPercentage,Column1,Column7,Column8
CKA1,YIL035C,YOR054C,YOR054C,0.73,,,
CKA1,YIL035C,CKA2,YOR061W,0.99,,,
CST6,YIL036W,HMO1,YDR174W,0.584,,,
CST6,YIL036W,MAM33,YIL070C,0.529,,,
CBR1,YIL043C,YAR010C,YAR010C,0.364,,,
CBR1,YIL043C,HTA2,YBL003C,0.663,,,
CBR1,YIL043C,RPS9B,YBR189W,0.75,,,
CBR1,YIL043C,NOP1,YDL014W,0.639,,,
CBR1,YIL043C,YRA1,YDR381W,0.295,,,
CBR1,YIL043C,PUF4,YGL014W,0.639,,,
CBR1,YIL043C,GSC2,YGR032W,0.683,,,
CBR1,YIL043C,RPL43B,YJR094W-A,0.813,,,
CBR1,YIL043C,RPL10,YLR075W,0.75,,,
CBR1,YIL043C,STM1,YLR150W,0.364,,,
CBR1,YIL043C,FKS1,YLR342W,0.364,,,
CBR1,YIL043C,IMD3,YLR432W,0.29,,,
CBR1,YIL043C,YML072C,YML072C,0.683,,,
CBR1,YIL043C,POR1,YNL055C,0.75,,,
CBR1,YIL043C,TOP1,YOL006C,0.608,,,
CBR1,YIL043C,RPL36B,YPL249C-A,0.307,,,
PIG2,YIL045W,HOR2,YER062C,0.404,,,
PIG2,YIL045W,YHR121W,YHR121W,0.298,,,
MMF1,YIL051C,COX2,Q0250,0.392,,,
MMF1,YIL051C,ARF2,YDL137W,0.392,,,
MMF1,YIL051C,YDR018C,YDR018C,0.392,,,
MMF1,YIL051C,YDR374C,YDR374C,0.392,,,
MMF1,YIL051C,MDS3,YGL197W,0.29,,,
MMF1,YIL051C,MAM33,YIL070C,0.77,,,
MMF1,YIL051C,SLN1,YIL147C,0.392,,,
MMF1,YIL051C,MRP8,YKL142W,0.77,,,
MMF1,YIL051C,NAP1,YKR048C,0.406,,,
MMF1,YIL051C,SEC16,YPL085W,0.392,,,
YIL056W,YIL056W,HTA2,YBL003C,0.295,,,
YIL056W,YIL056W,SNU13,YEL026W,0.404,,,
SNP1,YIL061C,SNU71,YGR013W,0.989,,,
SNP1,YIL061C,PRP40,YKL012W,0.99,,,
SNP1,YIL061C,SMD2,YLR275W,0.938,,,
SNP1,YIL061C,YHC1,YLR298C,0.825,,,
SNP1,YIL061C,SMX3,YPR182W,0.495,,,
YRB2,YIL063C,RRP1,YDR087C,0.298,,,
YRB2,YIL063C,CPR5,YDR304C,0.404,,,
YRB2,YIL063C,RVS167,YDR388W,0.295,,,
YRB2,YIL063C,RAD4,YER162C,0.294,,,
YRB2,YIL063C,YGL245W,YGL245W,0.404,,,
YRB2,YIL063C,SSZ1,YHR064C,0.295,,,
YRB2,YIL063C,CKA1,YIL035C,0.295,,,
YRB2,YIL063C,SCP160,YJL080C,0.294,,,
YRB2,YIL063C,VID31,YKL054C,0.404,,,
YRB2,YIL063C,NAP1,YKR048C,0.341,,,
YRB2,YIL063C,NIP1,YMR309C,0.294,,,
YRB2,YIL063C,END3,YNL084C,0.294,,,
RPS24B,YIL069C,YBL111C,YBL111C,0.364,,,
RPS24B,YIL069C,TCM62,YBR044C,0.364,,,
RPS24B,YIL069C,YSW1,YBR148W,0.308,,,
RPS24B,YIL069C,EBP2,YKL172W,0.308,,,
RPS24B,YIL069C,UTH1,YKR042W,0.308,,,
RPS24B,YIL069C,KAP95,YLR347C,0.314,,,
RPS24B,YIL069C,PDR10,YOR328W,0.364,,,
MAM33,YIL070C,MRP21,YBL090W,0.334,,,
MAM33,YIL070C,MRPS9,YBR146W,0.334,,,
MAM33,YIL070C,MRP10,YDL045W-A,0.334,,,
MAM33,YIL070C,RSM10,YDR041W,0.334,,,
MAM33,YIL070C,RSM24,YDR175C,0.825,,,
MAM33,YIL070C,MRP1,YDR347W,0.837,,,
MAM33,YIL070C,YRA1,YDR381W,0.798,,,
MAM33,YIL070C,RSM28,YDR494W,0.825,,,
MAM33,YIL070C,RSM23,YGL129C,0.527,,,
MAM33,YIL070C,YGR165W,YGR165W,0.755,,,
MAM33,YIL070C,RSM27,YGR215W,0.825,,,
MAM33,YIL070C,MRP4,YHL004W,0.812,,,
MAM33,YIL070C,FYV4,YHR059W,0.334,,,
MAM33,YIL070C,RSM25,YIL093C,0.739,,,
MAM33,YIL070C,RSM26,YJR101W,0.825,,,
MAM33,YIL070C,RSM7,YJR113C,0.739,,,
MAM33,YIL070C,RSM22,YKL155C,0.731,,,
MAM33,YIL070C,NAM9,YNL137C,0.738,,,
MAM33,YIL070C,MRPS18,YNL306W,0.798,,,
MAM33,YIL070C,RIB4,YOL143C,0.825,,,
MAM33,YIL070C,PET123,YOR158W,0.704,,,
MAM33,YIL070C,MRP51,YPL118W,0.527,,,
YIL071C,YIL071C,RPN5,YDL147W,0.903,,,
YIL071C,YIL071C,RRI1,YDL216C,0.975,,,
YIL071C,YIL071C,YDR179C,YDR179C,0.977,,,
YIL071C,YIL071C,SKP1,YDR328C,0.821,,,
YIL071C,YIL071C,YMR025W,YMR025W,0.93,,,
YIL071C,YIL071C,SSB2,YNL209W,0.365,,,
RPN2,YIL075C,CDC39,YCR093W,0.764,,,
RPN2,YIL075C,SIR4,YDR227W,0.304,,,
RPN2,YIL075C,RPT3,YDR394W,0.989,,,
RPN2,YIL075C,RPN3,YER021W,0.99,,,
RPN2,YIL075C,RPN12,YFR052W,0.844,,,
RPN2,YIL075C,NAS6,YGR232W,0.99,,,
RPN2,YIL075C,RPT1,YKL145W,0.989,,,
RPN2,YIL075C,SNU114,YKL173W,0.353,,,
RPN2,YIL075C,RPN13,YLR421C,0.989,,,
RPN2,YIL075C,YMR191W,YMR191W,0.514,,,
RPN2,YIL075C,RPT5,YOR117W,0.989,,,
RPN2,YIL075C,RPT4,YOR259C,0.883,,,
RPN2,YIL075C,RPN8,YOR261C,0.99,,,
RPN2,YIL075C,RPN7,YPR108W,0.99,,,
SEC28,YIL076W,HTB2,YBL002W,0.824,,,
SEC28,YIL076W,HTA2,YBL003C,0.822,,,
SEC28,YIL076W,HHF1,YBR009C,0.639,,,
SEC28,YIL076W,SSH1,YBR283C,0.34,,,
SEC28,YIL076W,HMO1,YDR174W,0.75,,,
SEC28,YIL076W,SCS2,YER120W,0.356,,,
SEC28,YIL076W,SSC1,YJR045C,0.498,,,
SEC28,YIL076W,STM1,YLR150W,0.791,,,
SEC28,YIL076W,HSP60,YLR259C,0.356,,,
SEC28,YIL076W,CRN1,YLR429W,0.822,,,
SEC28,YIL076W,POR1,YNL055C,0.887,,,
SEC28,YIL076W,TOP2,YNL088W,0.819,,,
SEC28,YIL076W,SEC21,YNL287W,0.989,,,
SEC28,YIL076W,RET3,YPL010W,0.989,,,
AIR1,YIL079C,TRF4,YOL115W,0.773,,,
YIL091C,YIL091C,SAS10,YDL153C,0.364,,,
YIL091C,YIL091C,MPP10,YJR002W,0.755,,,
RSM25,YIL093C,MRP21,YBL090W,0.404,,,
RSM25,YIL093C,MRP10,YDL045W-A,0.404,,,
RSM25,YIL093C,RSM24,YDR175C,0.404,,,
RSM25,YIL093C,RSM26,YJR101W,0.392,,,
RSM25,YIL093C,RSM7,YJR113C,0.732,,,
RSM25,YIL093C,YNL081C,YNL081C,0.627,,,
PRK1,YIL095W,BMH2,YDR099W,0.406,,,
YIL096C,YIL096C,CLC1,YGR167W,0.29,,,
FYV10,YIL097W,VID24,YBR105C,0.986,,,
FYV10,YIL097W,YMR135C,YMR135C,0.99,,,
FYV10,YIL097W,ALD6,YPL061W,0.864,,,
FMC1,YIL098C,ATP12,YJL180C,0.77,,,
FMC1,YIL098C,ACP1,YKL192C,0.841,,,
XBP1,YIL101C,SNT2,YGL131C,0.392,,,
XBP1,YIL101C,YPL216W,YPL216W,0.404,,,
KIF48,YIL103W,IPP1,YBR011C,0.769,,,
KIF48,YIL103W,MNN1,YER001W,0.275,,,
KIF48,YIL103W,TIF2,YJL138C,0.481,,,
KIF48,YIL103W,ELM1,YKL048C,0.36,,,
KIF48,YIL103W,DPH2,YKL191W,0.988,,,
KIF48,YIL103W,TRX1,YLR043C,0.683,,,
KIF48,YIL103W,STM1,YLR150W,0.516,,,
KIF48,YIL103W,CRN1,YLR429W,0.705,,,
KIF48,YIL103W,ADH3,YMR083W,0.303,,,
KIF48,YIL103W,HSC82,YMR186W,0.559,,,
KIF48,YIL103W,POR1,YNL055C,0.275,,,
KIF48,YIL103W,YOL109W,YOL109W,0.584,,,
YIL108W,YIL108W,SEC65,YML105C,0.451,,,
YIL108W,YIL108W,YNL254C,YNL254C,0.451,,,
YIL112W,YIL112W,SET3,YKR029C,0.989,,,
STH1,YIL126W,TCM62,YBR044C,0.36,,,
STH1,YIL126W,RSC4,YKR008W,0.99,,,
STH1,YIL126W,RSC58,YLR033W,0.99,,,
STH1,YIL126W,SFH1,YLR321C,0.99,,,
STH1,YIL126W,RSC2,YLR357W,0.99,,,
STH1,YIL126W,RSC9,YML127W,0.99,,,
STH1,YIL126W,ARP9,YMR033W,0.989,,,
STH1,YIL126W,NPL6,YMR091C,0.989,,,
STH1,YIL126W,ARP7,YPR034W,0.939,,,
YIL127C,YIL127C,ADO1,YJR105W,0.294,,,
YIL135C,YIL135C,WHI2,YOR043W,0.851,,,
YIL137C,YIL137C,ADE3,YGR204W,0.812,,,
YIL137C,YIL137C,STM1,YLR150W,0.683,,,
TID3,YIL144W,YBR028C,YBR028C,0.398,,,
TID3,YIL144W,YDL199C,YDL199C,0.374,,,
TID3,YIL144W,SPC25,YER018C,0.986,,,
TID3,YIL144W,SPC24,YMR117C,0.968,,,
TID3,YIL144W,VAC7,YNL054W,0.374,,,
TID3,YIL144W,NUF2,YOL069W,0.943,,,
RPL40A,YIL148W,YAR010C,YAR010C,0.591,,,
RPL40A,YIL148W,ETR1,YBR026C,0.379,,,
RPL40A,YIL148W,AKL1,YBR059C,0.527,,,
RPL40A,YIL148W,RVS161,YCR009C,0.722,,,
RPL40A,YIL148W,DHH1,YDL160C,0.298,,,
RPL40A,YIL148W,RVS167,YDR388W,0.722,,,
RPL40A,YIL148W,HYP2,YEL034W,0.798,,,
RPL40A,YIL148W,YPT1,YFL038C,0.527,,,
RPL40A,YIL148W,HXK1,YFR053C,0.428,,,
RPL40A,YIL148W,NOT3,YIL038C,0.527,,,
RPL40A,YIL148W,BBC1,YJL020C,0.739,,,
RPL40A,YIL148W,TIF2,YJL138C,0.707,,,
RPL40A,YIL148W,VMA5,YKL080W,0.527,,,
RPL40A,YIL148W,GFA1,YKL104C,0.722,,,
RPL40A,YIL148W,VPS1,YKR001C,0.722,,,
RPL40A,YIL148W,KAP95,YLR347C,0.321,,,
RPL40A,YIL148W,HSC82,YMR186W,0.924,,,
RPL40A,YIL148W,END3,YNL084C,0.471,,,
RPL40A,YIL148W,CYB5,YNL111C,0.527,,,
RPL40A,YIL148W,YOR042W,YOR042W,0.527,,,
DNA43,YIL150C,HMO1,YDR174W,0.29,,,
DNA43,YIL150C,CST6,YIL036W,0.294,,,
RRD1,YIL153W,YNL201C,YNL201C,0.397,,,
UBP7,YIL156W,BBC1,YJL020C,0.729,,,
UBP7,YIL156W,PPR1,YLR014C,0.803,,,
BNR1,YIL159W,SIK1,YLR197W,0.29,,,
YIL161W,YIL161W,YRA1,YDR381W,0.364,,,
YIL161W,YIL161W,FAP1,YNL023C,0.983,,,
YIL161W,YIL161W,FPR1,YNL135C,0.742,,,
SUC2,YIL162W,YHR087W,YHR087W,0.585,,,
SGN1,YIR001C,NOP1,YDL014W,0.425,,,
SGN1,YIR001C,YRA1,YDR381W,0.841,,,
SGN1,YIR001C,PMI40,YER003C,0.294,,,
SGN1,YIR001C,YGR090W,YGR090W,0.295,,,
SGN1,YIR001C,YHR121W,YHR121W,0.298,,,
SGN1,YIR001C,CIK1,YMR198W,0.392,,,
SGN1,YIR001C,RRP5,YMR229C,0.295,,,
PRI1,YIR008C,ISW1,YBR245C,0.344,,,
PRI1,YIR008C,YRA1,YDR381W,0.403,,,
PRI1,YIR008C,GIN4,YDR507C,0.34,,,
PRI1,YIR008C,NAP1,YKR048C,0.413,,,
PRI1,YIR008C,POL1,YNL102W,0.413,,,
YIR010W,YIR010W,NNF1,YJR112W,0.99,,,
YIR010W,YIR010W,YPL233W,YPL233W,0.99,,,
SQT1,YIR012W,RPN5,YDL147W,0.989,,,
SQT1,YIR012W,SEM1,YDR363W-A,0.585,,,
SQT1,YIR012W,RPN11,YFR004W,0.664,,,
SQT1,YIR012W,RPL10,YLR075W,0.989,,,
SQT1,YIR012W,RPN8,YOR261C,0.988,,,
SEC11,YIR022W,GIN4,YDR507C,0.875,,,
SEC11,YIR022W,CDC3,YLR314C,0.384,,,
CTK2,YJL006C,GBP2,YCL011C,0.29,,,
CTK2,YJL006C,YRA1,YDR381W,0.392,,,
CTK2,YJL006C,CTK1,YKL139W,0.392,,,
CTK2,YJL006C,CTK3,YML112W,0.983,,,
YJL011C,YJL011C,RPB5,YBR154C,0.982,,,
YJL011C,YJL011C,RPC25,YKL144C,0.989,,,
YJL011C,YJL011C,RPC37,YKR025W,0.989,,,
YJL011C,YJL011C,RPC19,YNL113W,0.99,,,
YJL011C,YJL011C,RPC31,YNL151C,0.99,,,
YJL011C,YJL011C,RPO31,YOR116C,0.99,,,
YJL011C,YJL011C,RET1,YOR207C,0.99,,,
YJL011C,YJL011C,RPC40,YPR110C,0.99,,,
YJL011C,YJL011C,RPC82,YPR190C,0.989,,,
BBC1,YJL020C,SKT5,YBL061C,0.392,,,
BBC1,YJL020C,YCR105W,YCR105W,0.392,,,
BBC1,YJL020C,PAN3,YKL025C,0.29,,,
BBC1,YJL020C,VAC14,YLR386W,0.367,,,
BBC1,YJL020C,CRN1,YLR429W,0.29,,,
YJL021C,YJL021C,BBC1,YJL020C,0.989,,,
APS3,YJL024C,APL5,YPL195W,0.989,,,
RRN7,YJL025W,RRN6,YBL014C,0.986,,,
HCA4,YJL033W,FUN14,YAL008W,0.303,,,
HCA4,YJL033W,HTA2,YBL003C,0.947,,,
HCA4,YJL033W,IPP1,YBR011C,0.568,,,
HCA4,YJL033W,NOP1,YDL014W,0.883,,,
HCA4,YJL033W,MAK21,YDR060W,0.582,,,
HCA4,YJL033W,HMO1,YDR174W,0.712,,,
HCA4,YJL033W,YRA1,YDR381W,0.7,,,
HCA4,YJL033W,EFT2,YDR385W,0.316,,,
HCA4,YJL033W,RVS167,YDR388W,0.967,,,
HCA4,YJL033W,MLC1,YGL106W,0.356,,,
HCA4,YJL033W,RPF2,YKR081C,0.989,,,
HCA4,YJL033W,TRX1,YLR043C,0.34,,,
HCA4,YJL033W,STM1,YLR150W,0.93,,,
HCA4,YJL033W,SIK1,YLR197W,0.909,,,
HCA4,YJL033W,CRN1,YLR429W,0.298,,,
HCA4,YJL033W,HAS1,YMR290C,0.989,,,
HCA4,YJL033W,RRS1,YOR294W,0.401,,,
NSP1,YJL041W,GIM4,YEL003W,0.601,,,
NSP1,YJL041W,NUP49,YGL172W,0.291,,,
NSP1,YJL041W,PAC10,YGR078C,0.601,,,
NSP1,YJL041W,NUP159,YIL115C,0.908,,,
NSP1,YJL041W,NUP82,YJL061W,0.989,,,
GYP6,YJL044C,RRP1,YDR087C,0.298,,,
GYP6,YJL044C,YHR121W,YHR121W,0.298,,,
GYP6,YJL044C,CKA1,YIL035C,0.406,,,
GYP6,YJL044C,NAP1,YKR048C,0.294,,,
GYP6,YJL044C,BET3,YKR068C,0.286,,,
GYP6,YJL044C,STM1,YLR150W,0.404,,,
RTT101,YJL047C,HTA2,YBL003C,0.663,,,
RTT101,YJL047C,YBL060W,YBL060W,0.364,,,
RTT101,YJL047C,HHF1,YBR009C,0.663,,,
RTT101,YJL047C,HHT1,YBR010W,0.584,,,
RTT101,YJL047C,STM1,YLR150W,0.679,,,
RTT101,YJL047C,YPL216W,YPL216W,0.75,,,
MTR4,YJL050W,AIR2,YDL175C,0.827,,,
MTR4,YJL050W,KGD2,YDR148C,0.625,,,
MTR4,YJL050W,YRA1,YDR381W,0.975,,,
MTR4,YJL050W,PRP43,YGL120C,0.99,,,
MTR4,YJL050W,AIR1,YIL079C,0.975,,,
MTR4,YJL050W,KGD1,YIL125W,0.338,,,
MTR4,YJL050W,PSO2,YMR137C,0.297,,,
MTR4,YJL050W,TRF5,YNL299W,0.711,,,
MTR4,YJL050W,TRF4,YOL115W,0.621,,,
MTR4,YJL050W,RRS1,YOR294W,0.338,,,
MTR4,YJL050W,YPL146C,YPL146C,0.872,,,
YJL051W,YJL051W,YHR121W,YHR121W,0.298,,,
MRPL8,YJL063C,MRP21,YBL090W,0.647,,,
MRPL8,YJL063C,MRP10,YDL045W-A,0.451,,,
MRPL8,YJL063C,RSM24,YDR175C,0.818,,,
MRPL8,YJL063C,MRPS28,YDR337W,0.413,,,
MRPL8,YJL063C,YGR165W,YGR165W,0.774,,,
MRPL8,YJL063C,RSM7,YJR113C,0.429,,,
MRPL8,YJL063C,MRPS18,YNL306W,0.451,,,
YJL065C,YJL065C,DPB4,YDR121W,0.697,,,
YJL065C,YJL065C,ISW2,YOR304W,0.989,,,
YJL068C,YJL068C,ESC8,YOL017W,0.314,,,
YJL069C,YJL069C,DIP2,YLR129W,0.989,,,
YJL069C,YJL069C,CST29,YLR222C,0.99,,,
YJL069C,YJL069C,YLR409C,YLR409C,0.495,,,
YJL070C,YJL070C,AMD1,YML035C,0.99,,,
YJL072C,YJL072C,YDR013W,YDR013W,0.99,,,
YJL072C,YJL072C,YDR489W,YDR489W,0.989,,,
YJL072C,YJL072C,YOL146W,YOL146W,0.972,,,
YJL072C,YJL072C,CTF4,YPR135W,0.989,,,
ARP4,YJL081C,RVB1,YDR190C,0.857,,,
ARP4,YJL081C,YDR485C,YDR485C,0.92,,,
ARP4,YJL081C,INO80,YGL150C,0.99,,,
ARP4,YJL081C,IES3,YLR052W,0.99,,,
ARP4,YJL081C,YLR385C,YLR385C,0.968,,,
ARP4,YJL081C,YAF9,YNL107W,0.812,,,
ARP4,YJL081C,ARP8,YOR141C,0.97,,,
ARP4,YJL081C,IES4,YOR189W,0.495,,,
ARP4,YJL081C,TAF30,YPL129W,0.748,,,
ARP4,YJL081C,RVB2,YPL235W,0.989,,,
YJL084C,YJL084C,APL3,YBL037W,0.988,,,
YJL084C,YJL084C,RVS167,YDR388W,0.471,,,
YJL084C,YJL084C,RSP5,YER125W,0.988,,,
YJL084C,YJL084C,APL1,YJR005W,0.988,,,
BCK1,YJL095W,NOP1,YDL014W,0.739,,,
BCK1,YJL095W,YDR326C,YDR326C,0.319,,,
BCK1,YJL095W,YGL161C,YGL161C,0.319,,,
BCK1,YJL095W,SIK1,YLR197W,0.722,,,
BCK1,YJL095W,SSB2,YNL209W,0.287,,,
SAP185,YJL098W,IPP1,YBR011C,0.75,,,
SAP185,YJL098W,SIT4,YDL047W,0.99,,,
SAP185,YJL098W,YGR090W,YGR090W,0.896,,,
SAP185,YJL098W,RRP12,YPL012W,0.31,,,
MEF2,YJL102W,RVS167,YDR388W,0.295,,,
MEF2,YJL102W,HIF1,YLL022C,0.295,,,
YJL107C,YJL107C,YDR332W,YDR332W,0.451,,,
YJL107C,YJL107C,JSN1,YJR091C,0.629,,,
YJL107C,YJL107C,RBL2,YOR265W,0.647,,,
YJL109C,YJL109C,YRA1,YDR381W,0.478,,,
YJL109C,YJL109C,YDR398W,YDR398W,0.858,,,
YJL109C,YJL109C,POL5,YEL055C,0.989,,,
YJL109C,YJL109C,RPS26B,YER131W,0.333,,,
YJL109C,YJL109C,YHR196W,YHR196W,0.983,,,
YJL109C,YJL109C,MPP10,YJR002W,0.34,,,
YJL109C,YJL109C,STM1,YLR150W,0.919,,,
YJL109C,YJL109C,YMR093W,YMR093W,0.989,,,
YJL109C,YJL109C,RRS1,YOR294W,0.34,,,
YJL109C,YJL109C,NAN1,YPL126W,0.99,,,
GZF3,YJL110C,RPF2,YKR081C,0.294,,,
GZF3,YJL110C,YPL004C,YPL004C,0.295,,,
ASF1,YJL115W,RFA1,YAR007C,0.535,,,
ASF1,YJL115W,HIR1,YBL008W,0.97,,,
ASF1,YJL115W,CMD1,YBR109C,0.87,,,
ASF1,YJL115W,HPC2,YBR215W,0.808,,,
ASF1,YJL115W,CKA1,YIL035C,0.944,,,
ASF1,YJL115W,YIL121W,YIL121W,0.389,,,
ASF1,YJL115W,HIR3,YJR140C,0.807,,,
ASF1,YJL115W,RPC19,YNL113W,0.375,,,
ASF1,YJL115W,HIR2,YOR038C,0.989,,,
ASF1,YJL115W,CKA2,YOR061W,0.982,,,
ASF1,YJL115W,RAD53,YPL153C,0.99,,,
LSM1,YJL124C,YBL004W,YBL004W,0.627,,,
LSM1,YJL124C,LSM2,YBL026W,0.947,,,
LSM1,YJL124C,DHH1,YDL160C,0.385,,,
LSM1,YJL124C,YEL015W,YEL015W,0.29,,,
LSM1,YJL124C,KEM1,YGL173C,0.406,,,
LSM1,YJL124C,CIC1,YHR052W,0.406,,,
LSM1,YJL124C,DCP2,YNL118C,0.738,,,
LSM1,YJL124C,LSM7,YNL147W,0.947,,,
GCD14,YJL125C,YRA1,YDR381W,0.645,,,
GCD14,YJL125C,YER030W,YER030W,0.29,,,
GCD14,YJL125C,TOR1,YJR066W,0.404,,,
GCD14,YJL125C,GCD10,YNL062C,0.983,,,
PBS2,YJL128C,PTC1,YDL006W,0.645,,,
PBS2,YJL128C,NBP2,YDR162C,0.645,,,
PBS2,YJL128C,YRA1,YDR381W,0.404,,,
PBS2,YJL128C,SNU13,YEL026W,0.404,,,
PBS2,YJL128C,HYP2,YEL034W,0.404,,,
PBS2,YJL128C,TDH2,YJR009C,0.38,,,
PBS2,YJL128C,NAP1,YKR048C,0.406,,,
PBS2,YJL128C,SHM2,YLR058C,0.294,,,
GLG2,YJL137C,GSY1,YFR015C,0.521,,,
TIF2,YJL138C,HTA2,YBL003C,0.897,,,
TIF2,YJL138C,SSH1,YBR283C,0.298,,,
TIF2,YJL138C,DHH1,YDL160C,0.922,,,
TIF2,YJL138C,FAL1,YDR021W,0.825,,,
TIF2,YJL138C,SAC6,YDR129C,0.755,,,
TIF2,YJL138C,SEC5,YDR166C,0.298,,,
TIF2,YJL138C,YDR239C,YDR239C,0.298,,,
TIF2,YJL138C,ECM10,YEL030W,0.298,,,
TIF2,YJL138C,KRE30,YER036C,0.282,,,
TIF2,YJL138C,KAP123,YER110C,0.704,,,
TIF2,YJL138C,BUD9,YGR041W,0.298,,,
TIF2,YJL138C,NOP7,YGR103W,0.359,,,
TIF2,YJL138C,HIR3,YJR140C,0.913,,,
TIF2,YJL138C,YLR023C,YLR023C,0.852,,,
TIF2,YJL138C,YEF3,YLR249W,0.755,,,
TIF2,YJL138C,CSR1,YLR380W,0.722,,,
TIF2,YJL138C,CRN1,YLR429W,0.755,,,
TIF2,YJL138C,ADH3,YMR083W,0.507,,,
YJL144W,YJL144W,CLU1,YMR012W,0.989,,,
IDS2,YJL146W,PEP4,YPL154C,0.676,,,
RPA34,YJL148W,YJL207C,YJL207C,0.319,,,
RPA34,YJL148W,RPA12,YJR063W,0.758,,,
RPA34,YJL148W,RPC19,YNL113W,0.956,,,
RPA34,YJL148W,RPA49,YNL248C,0.974,,,
RPA34,YJL148W,NOP12,YOL041C,0.304,,,
RPA34,YJL148W,RPB10,YOR210W,0.983,,,
RPA34,YJL148W,RPA43,YOR340C,0.917,,,
RPA34,YJL148W,RPA190,YOR341W,0.733,,,
RPA34,YJL148W,RPA135,YPR010C,0.983,,,
RPA34,YJL148W,RPC40,YPR110C,0.976,,,
RPA34,YJL148W,RPO26,YPR187W,0.626,,,
VPS35,YJL154C,PEP8,YJL053W,0.755,,,
VPS35,YJL154C,VPS5,YOR069W,0.99,,,
VPS35,YJL154C,VPS17,YOR132W,0.97,,,
VPS35,YJL154C,YPL070W,YPL070W,0.977,,,
FBP26,YJL155C,YLR345W,YLR345W,0.973,,,
TPK1,YJL164C,BCY1,YIL033C,0.946,,,
TPK1,YJL164C,SMD2,YLR275W,0.77,,,
SET2,YJL168C,RPB1,YDL140C,0.984,,,
SET2,YJL168C,YRA1,YDR381W,0.575,,,
SET2,YJL168C,ICL1,YER065C,0.856,,,
SET2,YJL168C,RPF2,YKR081C,0.337,,,
SET2,YJL168C,RCO1,YMR075W,0.844,,,
RFA3,YJL173C,DNA2,YHR164C,0.989,,,
RFA3,YJL173C,RFA2,YNL312W,0.989,,,
SWI3,YJL176C,YFL049W,YFL049W,0.328,,,
SWI3,YJL176C,ARP9,YMR033W,0.522,,,
SWI3,YJL176C,SNF12,YNR023W,0.988,,,
SWI3,YJL176C,SNF2,YOR290C,0.968,,,
SWI3,YJL176C,TAF30,YPL129W,0.28,,,
ATP12,YJL180C,ATP2,YJR121W,0.846,,,
ATP12,YJL180C,VID31,YKL054C,0.451,,,
ATP12,YJL180C,ATP11,YNL315C,0.846,,,
YJL184W,YJL184W,YKR038C,YKR038C,0.989,,,
YJL184W,YJL184W,YML036W,YML036W,0.984,,,
UBP12,YJL197W,GEA1,YJR031C,0.653,,,
PRP21,YJL203W,PRP9,YDL030W,0.989,,,
PRP21,YJL203W,YEL023C,YEL023C,0.87,,,
PRP21,YJL203W,RSE1,YML049C,0.988,,,
PRP21,YJL203W,CUS1,YMR240C,0.989,,,
YJL217W,YJL217W,YPR118W,YPR118W,0.341,,,
HYS2,YJR006W,POL32,YJR043C,0.989,,,
SUI2,YJR007W,GCN3,YKR026C,0.99,,,
SUI2,YJR007W,GCD7,YLR291C,0.99,,,
SPC1,YJR010C-A,YAR010C,YAR010C,0.797,,,
SPC1,YJR010C-A,HTB2,YBL002W,0.292,,,
SPC1,YJR010C-A,HTA2,YBL003C,0.58,,,
SPC1,YJR010C-A,RPL23A,YBL087C,0.507,,,
SPC1,YJR010C-A,TCM62,YBR044C,0.798,,,
SPC1,YJR010C-A,RPS9B,YBR189W,0.947,,,
SPC1,YJR010C-A,CTP1,YBR291C,0.798,,,
SPC1,YJR010C-A,RIM1,YCR028C-A,0.941,,,
SPC1,YJR010C-A,TSC13,YDL015C,0.798,,,
SPC1,YJR010C-A,RPP1A,YDL081C,0.332,,,
SPC1,YJR010C-A,MRH1,YDR033W,0.507,,,
SPC1,YJR010C-A,SNU13,YEL026W,0.332,,,
SPC1,YJR010C-A,FTR1,YER145C,0.319,,,
SPC1,YJR010C-A,SEC34,YER157W,0.332,,,
SPC1,YJR010C-A,YFR022W,YFR022W,0.332,,,
SPC1,YJR010C-A,PMA1,YGL008C,0.527,,,
SPC1,YJR010C-A,PUF4,YGL014W,0.295,,,
SPC1,YJR010C-A,OLE1,YGL055W,0.825,,,
SPC1,YJR010C-A,SEC11,YIR022W,0.739,,,
SPC1,YJR010C-A,MRT4,YKL009W,0.299,,,
SPC1,YJR010C-A,SPC3,YLR066W,0.825,,,
SPC1,YJR010C-A,RPL10,YLR075W,0.825,,,
SPC1,YJR010C-A,STM1,YLR150W,0.332,,,
SPC1,YJR010C-A,RPL37A,YLR185W,0.507,,,
SPC1,YJR010C-A,FKS1,YLR342W,0.332,,,
SPC1,YJR010C-A,SPC2,YML055W,0.825,,,
SPC1,YJR010C-A,YML072C,YML072C,0.332,,,
SPC1,YJR010C-A,YNR021W,YNR021W,0.527,,,
SPC1,YJR010C-A,NOP12,YOL041C,0.304,,,
SPC1,YJR010C-A,YOR086C,YOR086C,0.531,,,
SPC1,YJR010C-A,YOR193W,YOR193W,0.332,,,
SPC1,YJR010C-A,RPL36B,YPL249C-A,0.319,,,
YJR011C,YJR011C,BTT1,YDR252W,0.757,,,
YJR011C,YJR011C,EGD2,YHR193C,0.78,,,
YJR012C,YJR012C,PEX7,YDR142C,0.988,,,
YJR014W,YJR014W,CIN5,YOR028C,0.364,,,
ESS1,YJR017C,RPB1,YDL140C,0.916,,,
